Time,X,Y
23507.099999999627,308,265
23525.39999999851,312,267
23541,312,267
23558.599999999627,316,269
23574.199999999255,316,269
23591.5,316,269
23608.799999998882,326,273
23624.099999999627,326,273
23642.199999999255,330,275
23659,330,285
23674.799999998882,330,285
23691.89999999851,341,283
23708.199999999255,341,283
23725.599999999627,344,287
23741.099999999627,344,287
23758.299999998882,339,289
23774.699999999255,339,289
23791.5,346,298
23807.89999999851,346,298
23825,342,291
23841.099999999627,342,291
23858.299999998882,339,300
23874.599999999627,339,300
23891.799999998882,337,297
23908.199999999255,337,297
23925.5,346,304
23941.89999999851,346,304
23958.799999998882,339,308
23974.699999999255,339,308
23991.89999999851,339,312
24007.89999999851,339,312
24025.299999998882,340,319
24041.199999999255,340,319
24058.5,342,317
24074.599999999627,342,317
24092.099999999627,346,323
24107.89999999851,346,323
24125.199999999255,348,326
24141.39999999851,348,326
24158.799999998882,341,326
24174.799999998882,341,326
24192,344,325
24207.89999999851,344,325
24225.199999999255,347,332
24240.39999999851,347,332
24258.699999999255,340,330
24274.599999999627,340,330
24291.699999999255,344,331
24308.099999999627,344,331
24326.89999999851,339,326
24341.299999998882,339,326
24358.5,338,322
24374.699999999255,338,322
24391.699999999255,335,320
24407.5,335,320
24425.199999999255,335,312
24441.299999998882,335,312
24458.5,335,304
24474.39999999851,335,304
24492,338,291
24508,338,291
24524.299999998882,340,289
24541.199999999255,340,289
24557.799999998882,332,296
24573.699999999255,332,296
24591.699999999255,327,298
24607.099999999627,327,298
24624.89999999851,330,295
24641.299999998882,330,295
24658.599999999627,332,308
24674.5,332,308
24690.799999998882,328,303
24708,328,303
24724.199999999255,332,304
24741.39999999851,332,304
24758.099999999627,332,301
24774.699999999255,332,301
24792.199999999255,334,298
24808,334,298
24825,329,302
24840.599999999627,329,302
24857.599999999627,334,290
24873.799999998882,334,290
24891.799999998882,331,285
24908.099999999627,331,285
24925.299999998882,320,277
24941.199999999255,320,277
24958.699999999255,318,271
24974.799999998882,318,271
24991.799999998882,311,262
25008,311,262
25025.299999998882,306,253
25041.39999999851,306,253
25057.799999998882,298,238
25074.799999998882,298,238
25092,296,222
25108,296,222
25125.299999998882,294,206
25141.199999999255,294,206
25158,292,191
25174.799999998882,292,191
25191.299999998882,294,187
25208,294,187
25224.599999999627,294,194
25242.799999998882,294,194
25258.39999999851,294,194
25274.599999999627,294,194
25291.39999999851,291,206
25308.099999999627,291,206
25325.599999999627,290,227
25340.699999999255,290,227
25357.89999999851,291,252
25374.799999998882,291,252
25391,296,271
25408.199999999255,296,271
25424.5,304,284
25441.5,304,284
25458.599999999627,312,291
25474,312,291
25491.39999999851,322,295
25508.299999998882,322,295
25525.5,330,297
25541.599999999627,330,297
25558.89999999851,335,301
25574.099999999627,335,301
25592.099999999627,342,307
25607.299999998882,342,307
25625.299999998882,339,318
25640.5,339,318
